htid,author,title,year,authgender,female_category,geo_range
inu.30000107497921,"Sampson, Kevin.",Stars are stars / | $c: Kevin Sampson.,2006,m,,156258.70869278524
uc2.ark:/13960/t3126594x,"Croker, B. M.",A bird of passage,1887,f,high_female,156250.7163867536
mdp.39015034298664,"Newman, Robert,",Dependence day / | $c: Robert Newman.,1994,m,,156244.76211331162
mdp.39015048737228,"Paling, Chris.",The silent sentry / | $c: Chris Paling.,1999,m,,156230.53240542416
uiuo.ark:/13960/t1fj3175q,"Morier, James Justinian,",Abel Allnutt,1837,m,mixed,156227.93146316335
uc1.b3324433,"Ouida,",A house party,1887,f,,156218.9747097961
mdp.39015030739778,"De Polnay, Peter,",The moon and the marabou stork.,1973,m,,156188.53859984293
mdp.39015080831632,"Ishiguro, Kazuo,",Nocturnes : | five stories of music and nightfall / | $c: Kazuo Ishiguro.,2009,m,,156177.11408302546
uc1.32106005670069,"Perera, Padma.",Birthday deathday : | and other stories / | $c: Padma Perera.,1985,u,,156172.28117487545
uc1.32106017938587,"Oates, Joyce Carol,","Mother, missing / | $c: Joyce Carol Oates",2005,f,high_female,156155.29707687514
mdp.39015059978679,"Gay, Jackie.",Wist / | $c: Jackie Gay.,2003,u,mixed,156054.00560829608
uc1.b3475417,"Jay, Simon.",Sleepers can kill.,1968,m,high_male,156033.65797613133
mdp.39015030703824,"Marshall, Bruce,",Urban the Ninth.,1973,m,,155862.25288014786
mdp.39015037452045,"Edric, Robert,",Elysium / | $c: Robert Edric,1995,m,,155860.82112345466
mdp.39015080851747,"Patterson, James,",8th confession / | $c: James Patterson with Maxine Paetro.,2009,m,mixed,155814.44912774875
mdp.39076006765130,"Lawrence, D. H. (David Herbert),",Kangaroo / | $c: D. H. Lawrence.; with an introd. by Richard Aldington.,1955,m,mixed,155804.5855971868
mdp.39015047067304,"Guerra-Cunningham, Lucía.",The street of night / | $c: Lucía Guerra ; translated by Richard Cunningham and Lucía Guerra.,1997,u,,155775.35201134902
mdp.39015055583671,"Hoffman, Eva,",The secret : | a fable for our time / | $c: Eva Hoffman.,2001,f,,155700.2235055881
mdp.39015043790180,"Lively, Penelope,",Spiderweb / | $c: Penelope Lively.,1998,f,high_female,155637.60518695958
mdp.39015058120448,,Uncut diamonds : | a selection of new writing / | $c: edited by Maggie Hamand.,2003,u,,155632.2861478016
uc1.32106012918055,"Brandon, Ruth",The uncertainty principle / | $c: Ruth Brandon,1995,f,high_female,155629.67862823684
uc2.ark:/13960/t18k76m0m,"Wallace, Edgar,",Green rust;,1920,m,high_male,155616.5240045837
uc1.32106001599833,"Bunin, Ivan Alekseevich,","Fifteen tales,",1924,m,mixed,155610.99149449155
mdp.39015064869475,"Brookfield, Amanda,",The simple rules of love / | $c: Amanda Brookfield.,2006,f,,155594.91675961178
mdp.39015005637635,"Hanley, James,","Men in darkness; | five stories, | $c: by James Hanley; with a preface by John Cowper Powys.",1931,m,,155588.25879516912
dul1.ark:/13960/t01z4w03g,"Ford, Douglas Morey.",The raid of Dover,1910,m,mixed,155524.4610989035
mdp.39015031442786,"Rawson, Geoffrey.",The strange case of Mary Bryant / | $c: by Geoffrey Rawson.,1938,m,mixed,155510.93645185907
mdp.39015066417984,"Carpentier, Alejo,",The war of time; | $c: translated from the Spanish by Frances Partridge.,1970,u,high_male,155493.94242391767
mdp.39015002320029,"Greene, Graham,",The collected edition.,1970,m,high_male,155471.38005548768
mdp.39015030739737,"Derby, Mark.",The big water / | $c: Mark Derby.,1973,m,mixed,155464.5695029198
mdp.39015003483768,"Chesterton, G. K. (Gilbert Keith),",The flying inn.,1946,m,,155451.88080167596
uiuo.ark:/13960/t65438z9q,"Tytler, Sarah,",Beauty and the beast,1884,f,,155404.4669255868
inu.39000002867070,"Kiefer, Warren,",The Pontius Pilate papers / | $c: [by] Warren Kiefer.,1976,m,,155378.2581255589
mdp.39015033516330,"Abrahams, Peter,",The fury of Rachel Monette / | $c: Peter Abrahams.,1980,m,,155358.77674625142
mdp.39015082702856,"Rooney, Jennie,",Inside the whale / | $c: Jennie Rooney.,2008,f,high_female,155354.74125380747
mdp.39015040573613,"Burnside, John,",The dumb house : | a chamber novel / | $c: John Burnside,1997,m,high_female,155320.85989693043
mdp.39015049549911,"Barnes, Julian.","Love, etc / | $c: Julian Barnes.",2000,m,,155276.3239550581
uiuo.ark:/13960/t4vh67901,"Barrie, J. M.",The little minister,1891,m,,155271.40637360947
mdp.39015003929539,"Ghose, Zulfikar,",The incredible Brazilian.,1972,u,mixed,155259.2477826433
inu.39000004024761,"Defoe, Daniel,","The history of the most remarkable life and extraordinary adventures of the truly honourable Colonel Jacque, vulgarly call'd Colonel Jack ... / | $c: written by the author of Robinson Crusoe.",1981,m,high_male,155249.62748674327
mdp.39015028896069,"Rendell, Ruth,",Asta's book / | $c: Barbara Vine.,1993,f,,155212.2004255747
uc1.$b783980,"Gibbon, Monk,",Mount Ida.,1948,u,,155194.44367847824
mdp.39015000540248,"Palmer, Vance,",The passage / | $c: by Vance Palmer.,1930,m,,155153.11668430286
mdp.39015058691307,,Tales from  Blackwood.,1858,u,,155152.73393889648
mdp.39015038031988,"Kataev, Valentin,",The holy well / | $c: [by] Valentin Katayev; translated from the Russian by Max Hayward and Harold Shukman.,1967,m,high_male,155128.83808667617
njp.32101076207693,,Tales from  Blackwood,1858,u,mixed,155108.72427442478
mdp.39015019666265,"Harrison, Carey.",Richard's feet / | $c: Carey Harrison.,1990,m,mixed,155071.78520565733
uc1.b3321860,"Disraeli, Benjamin,",Vivian Grey,1827,m,,155059.84797361572
uc2.ark:/13960/t16m33s2s,"Johnson, George Lindsay,",The weird adventures of Professor Delapine of the Sorbonne,1916,m,,155044.62157891964
uiuo.ark:/13960/t0rr2db88,"Molloy, J. Fitzgerald",It is no wonder,1882,m,mixed,154997.16076755218
mdp.39015050524167,,Vox 'n' roll : | fiction for the 21st century / | $c: edited by Richard Thomas.,2000,u,,154987.0641240735
inu.30000042629547,"Appiah, Anthony.",Another death in Venice / | $c: Anthony Appiah.,1995,m,,154975.1655125181
uc1.$b105801,"Tomlinson, H. M. (Henry Major),","Morning light, | the islanders in the days of oak and hemp | $c: [by] H. M. Tomlinson ...",1946,m,,154962.90290686497
uc2.ark:/13960/t9571gv0m,"MacCarthy, Desmond,",Remnants,1918,u,high_male,154921.45151622116
inu.30000021359751,"Nicol, Mike,",The powers that be / | $c: Mike Nicol.,1990,m,,154907.37390354226
wu.89095838801,"Holmsen, Sverre,",Polynesian trade wind. | $c: Translated from the Swedish by Joan Bulman.,1949,u,high_male,154863.46592760403
mdp.39015025814123,"Jolley, Elizabeth,",Woman in a lampshade / | $c: Elizabeth Jolley.,1986,f,high_female,154844.37330967668
uc1.b3872914,"Earl of, Halsbury, Hardinge Goulburn Giffard,",Nineteen forty-four / | $c: by the Earl of Halsbury.,1926,u,mixed,154842.121316208
mdp.39015034282106,"Jones, J. D. F.",Freeland / | $c: J.D.F. Jones.,1994,u,,154834.1549688813
mdp.39015059305089,"Culling, Peter.",The Isle of Enniskerry / | $c: Peter Culling.,2004,m,,154834.0826842889
mdp.39015050608051,"Middleton, Stanley,",After a fashion / | $c: Stanley Middleton.,1987,m,mixed,154794.9053198207
mdp.39015073645346,,"Short story introductions. | $c: Gary Allen, D.W. Lewis, Heather Richardson. | $n: 1 /",2007,u,,154694.1864805624
nyp.33433034410120,"Broughton, Rhoda,",Red as a rose is she,1870,f,,154681.4504339383
mdp.39015053481142,"MacLaverty, Bernard,",The anatomy school / | $c: Bernard MacLaverty.,2001,m,,154652.44757002918
uc1.32106011482061,"Edric, Robert,",Elysium / | $c: Robert Edric,1995,m,high_male,154617.04199128543
mdp.39015025002828,"Clewlow, Carol.",Love in the modern sense / | $c: Carol Clewlow.,1992,f,,154612.1793837793
uc1.$b358676,"Boothby, Guy Newell,",Doctor Nikola,1896,m,high_male,154584.9561253939
mdp.39015078808501,"Dyer, Geoff.","Jeff in Venice, death in Varanasi : | a novel / | $c: Geoff Dyer.",2009,m,,154479.78046750792
uc1.$b404051,"Garrett, George,","A wreath for Garibaldi, | and other stories.",1969,m,,154475.55136277407
uc1.b2800312,"Asturias, Miguel Angel.",The president / | $c: by Miguel Angel Asturias ; translated from the Spanish by Frances Partridge.,1963,m,,154473.898387161
inu.30000107396693,"Mars, Alastair,",Arctic submarine.,1955,u,high_male,154450.9267129698
uc1.b3321917,"Besant, Walter,",The changling,1899,m,,154439.88379907442
uc1.$b242775,"Johnston, Mary,","Old Virginia omnibus : | comprising, The Old Dominion ; By order of the company ; Audrey / | $c: Mary Johnston.",1932,f,mixed,154438.86251627046
uc1.$b282854,"Dennis, Owen.","The rest go on, | $c: by Owen Dennis ...",1942,m,,154423.9966307237
mdp.39015032946728,"Mackay, Shena.",The laughing academy / | $c: Shena Mackay.,1993,f,high_female,154390.59726561897
mdp.39015058737548,"Beard, Richard,",Dry bones / | $c: Richard Beard.,2004,m,mixed,154374.75945417106
mdp.39015048751526,"Pearce, Brian Louis.",The goldhawk variations : | rites of passage / | $c: Brian Louis Pearce.,1999,m,high_male,154340.69311089796
mdp.39015031390894,"Linklater, Eric,",The wind on the moon; | a story for children. Nicolas Bentley drew the pictures.,1958,m,,154304.54419839967
mdp.39015014889300,,Sojourn / | $c: edited by Zhana.,1988,u,high_female,154259.6057642485
mdp.39015063739745,"Kennard, Nina H.,",Mrs. Siddons,1887,f,high_female,154203.3951485014
uc1.b4954597,,Love's gravity / | $c: ,1977,u,,154186.3227190511
uiuo.ark:/13960/t3xs6016j,"Barrett, Frank,","The sin of Olga Zassoulich, a novel",1891,m,high_female,154149.44090123824
uc1.32106012193329,"Wilson, A. N.,",Hearing voices / | $c: A.N. Wilson,1995,m,,154145.42529464402
njp.32101066164821,"Blackwood, Algernon,","The listener, and other stories",1907,m,,154140.8882321536
uc2.ark:/13960/t3nv9pj00,"Falkner, John Meade,",The lost Stradivarius,1896,m,high_male,154132.04090833568
inu.39000004725425,"Franklin, Miles,","Back to Bool Bool; | a ramiparous novel with several prominent characters and a hantle of others disposed as the atolls of Oceania's archipelagoes, | $c: by Brent of Bin Bin.",1931,f,,154126.56127477626
uc1.b4102512,"Hood, Thomas,",Whims and oddities,1826,m,mixed,154090.82535887105
mdp.39015000610421,"Woolf, Virginia,","Orlando, | a biography.",1954,f,mixed,154070.67993070054
inu.39000003935462,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1981,m,high_male,154046.51556587784
mdp.39015019619140,"Deighton, Len,",Spy sinker / | $c: Len Deighton.,1990,m,mixed,154011.854927667
mdp.39015011600338,,From Trinidad : | an anthology of early West Indian writing / | $c: edited by Reinhard W. Sander with the assistance of Peter K. Ayers.,1978,u,mixed,153958.05804187182
wu.89100004506,"Hainsselin, Montague Thomas,",Grand fleet days,1917,m,high_male,153925.07870577867
mdp.39015002984121,"Lewis, Wyndham,","The revenge for love, | $c: by Wyndham Lewis.",1937,m,mixed,153917.91010240844
uiuo.ark:/13960/t4hm5sg6b,"Mills, John,",Our county,1850,m,,153887.93711771493
mdp.39015073890561,"Saul, John.",Call it tender / | $c: John Saul.,2007,m,mixed,153873.95091911475
inu.30000039139013,"Perriam, Wendy,",After purple / | $c: Wendy Perriam.,1993,f,,153840.08010653764
mdp.39015073894514,,In praise of navigation : | twentieth century stories from the Dutch / | $c: edited by PC Evans & Paul Vincent.,2007,u,mixed,153818.55658670966
mdp.39015034861958,"Middleton, Stanley,",Toward the sea / | $c: Stanley Middleton.,1995,m,,153779.78034226855
pst.000068121068,"Ballard, J. G.,",Crash / | $c: J.G. Ballard.,1975,m,,153727.10052571172
mdp.39015031385977,"Marriott, Charles,",Davenport,1915,m,mixed,153688.1498490934
mdp.39015062631083,"Mehran, Marsha,",Pomegranate soup / | $c: Marsha Mehran.,2005,f,mixed,153679.2142959828
uc1.32106005810202,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,high_male,153660.80084379524
uc1.$b251638,"Stuart-Young, J. M. (John Moray)",Chits from West Africa : | stories and sketches from the tropics / | $c: by J. M. Stuart-Young.,1923,m,mixed,153624.82476270094
nyp.33433074878640,"Lever, Charles James,",Arthur O'Leary,1844,m,,153604.6954451288
uiuo.ark:/13960/t9377qv1n,"Field, Julian Osgood,",Little hand and muckle gold,1889,m,high_female,153601.4192746294
mdp.39015061210400,"MacLeod, Alison,",The wave theory of angels / | $c: Alison Macleod.,2005,f,,153566.53409387378
mdp.39015049970950,"Rendell, Ruth,",The bridesmaid.,1989,f,,153525.6307409365
mdp.39015011346924,"Kubly, Herbert.",Easter in Sicily.,1956,m,mixed,153521.41062383368
uc1.$b244994,"Mackenzie, Compton, Sir,","Figure of eight, | $c: by Compton Mackenzie.",1936,m,high_female,153518.9602716073
mdp.39015059169162,,Mirror mirror : | contemporary short stories by women from Wales / | $c: edited by Patricia Duncker & Janet Thomas.,2004,u,high_female,153483.40453838662
uc1.32106005747230,,Before Armageddon : | an anthology of Victorian and Edwardian imaginative fiction published before 1914 / | $c: edited and introduced by Michael Moorcock.,1975,u,high_male,153466.36834458704
njp.32101067632578,"Ouida,",Syrlin,1890,f,,153459.08723828002
uc1.$b397253,"Disraeli, Benjamin,",Novels and tales,1881,m,mixed,153430.89620688342
mdp.39015060667410,"Gavron, Jeremy,",An acre of barren ground / | $c: Jeremy Gavron / with artwork by Temple Clark.,2005,m,,153405.47065556722
nyp.33433074878178,"Leighton, Robert,",Olaf the Glorious;,1894,m,high_male,153341.5441970044
uc1.b3810601,"Collier, John,",Pictures in the fire / | $c: John Collier.,1958,m,mixed,153333.89787676523
uiuo.ark:/13960/t8df7dh7x,"Watson, Aaron,",The Marquis of Carabas,1892,m,,153289.2129255425
mdp.39015073316757,"Carlyle, Thomas,",[Works],1885,m,high_male,153284.50815917648
uc1.32106013037343,"Thubron, Colin,",Distance / | $c: Colin Thubron,1996,m,high_female,153234.98421806903
mdp.39015058486674,"Strong, L. A. G. (Leonard Alfred George),",English domestic life during the last 200 years; | an anthology selected from the novelists.,1950,m,,153208.02465452932
njp.32101064908955,"Stradling, Matthew,","The misadventures of Mr. Catlyne, Q.C",1873,m,,153175.18350477485
uc1.b3136622,"Lee, Holme,","Warp and woof, or, The reminiscences of Doris Fletcher",1861,f,high_female,153155.0981446603
uc1.$b472924,"Plivier, Theodor,","Revolt on the pampas, | $c: by Theodor Plivier; translated by Charles Ashleigh.",1937,m,high_male,153138.42492841097
uva.x000875409,"Wood, Walter,",Survivors' tales of famous crimes,1916,m,mixed,153136.57369917733
uc1.$b285109,"Saki,","The unbearable Bassington, | $c: by ""Saki"" H.H. Munro, with an introduction by Maurice Baring.",1929,u,high_female,153132.99732935015
uiuo.ark:/13960/t6j10nk07,"Braddon, M. E.","Weavers and weft, and other tales",1877,f,mixed,153121.43815807905
mdp.39015033179758,"Vercors,",Freedom in December | $c: [by] Vercors. Translated from the French by Rita Barisse.,1961,u,mixed,153093.64901642085
mdp.39015016732110,,English short stories of today. | Second series. | $c: Selected by Dan Davin.,1958,u,,153092.99517658388
mdp.39015026305204,"Griffith, George.",Briton or Boer?,1897,m,high_male,153072.18368460567
uc2.ark:/13960/t1kh0n66z,"Yonge, Charlotte M.",My young Alcides,1875,f,,153056.8723504089
uc1.32106008757392,"Graham, Caroline,",Death of a hollow man / | $c: Caroline Graham.,1989,f,,153031.83007496616
uiuo.ark:/13960/t16m3n88k,"Griffiths, Arthur,",The queen's shilling,1872,m,,153013.22565983527
mdp.39015022455813,"Bond, Geoffrey",'Lakonia.',1966,m,mixed,152966.65800485096
mdp.39015029893750,,The quality of light : | modern Italian short stories / | $c: edited by Ann and Michael Caesar.,1993,u,high_female,152893.92511476693
mdp.39015009309934,"Thomas, Dylan,",The death of the king's canary / | $c: [by] Dylan Thomas and John Davenport ; with an introduction by Constantine FitzGibbon.,1976,m,,152885.81727282595
uva.x000996253,,Paston Carew,1891,u,,152782.9627330016
mdp.39015049647244,"Armstrong, Adam,",Cry of the panther / | $c: Adam Armstrong.,2000,m,,152761.81601697885
uc1.b2850777,,The Penguin book of American short stories / | $c: edited by James Cochrane.,1969,u,,152737.91178755215
uc1.b4938151,"Golding, William,",The paper men / | $c: William Golding.,1984,m,,152721.1980224383
uc1.$b703632,"Morand, Paul,","Europe at love,",1926,m,mixed,152695.38921469726
uc1.$b787441,"Priestley, J. B. (John Boynton),","Three men in new suits, | $c: by J.B. Priestley.",1945,m,,152681.3083426201
uiuo.ark:/13960/t12n5tf8r,"Durrant, Valentine.",A modern minister,1877,m,,152672.2945205043
mdp.39015059377088,"Garnett, Richard,","The twilight of the gods, and other tales",1888,m,high_male,152662.54501675582
mdp.39015050762908,"Burnside, John,",The locust room / | $c: John Burnside.,2001,m,high_male,152661.95958131683
uc1.b3578247,,A. E. Housman; | catalogue of an exhibition on the centenary of his birth. | $c: Assembled by John Carter [and] Joseph W. Scott.,1959,u,,152597.13777386225
uc2.ark:/13960/t01z4824d,"Braddon, M. E.",Rough justice,1898,f,,152567.94089696085
mdp.39015029276758,,"Fabulous tricks : | stories by gay men / | $c: edited by David Rees, Peter Robins, and Dave Royle.",1992,u,,152504.57043864054
mdp.39015016414727,"Maugham, W. Somerset (William Somerset),",Ah king; | six stories.,1953,m,mixed,152381.38865375062
inu.30000110616335,"Bailey, Roderick,",Forgotten voices of D-Day / | $c: Roderick Bailey.,2009,m,high_male,152341.84276094427
uc2.ark:/13960/t9377bp68,"Stretton, Hesba,",Highway of sorrow at the close of the nineteenth century,1895,m,high_male,152307.5136909256
mdp.39015051894841,"Keyes, Marian.",Last chance saloon / | $c: Marian Keyes.,1999,f,high_female,152290.84657950755
inu.30000055910305,,12 American crime stories / | $c: selected and introduced by Rosemary Herbert.,1998,u,,152266.4071187411
mdp.39015050979361,"Walker, Ted,","You've never heard me sing : | selected short stories, 1968-1983 / | $c: Ted Walker.",1985,m,,152253.49963774648
mdp.39015080896494,"Nicholson, Geoff,",Gravity's Volkswagen / | $c: Geoff Nicholson.,2009,m,high_male,152219.26883996956
