htid,author,title,year,authgender,female_category,urban_metric_gb_frac
uc1.$b800428,"Braddon, Russell.",The progress of Private Lilyworth.,1971,m,mixed,-0.47934400605737537
uiuo.ark:/13960/t0bv84p5k,"Wallace, Ellen.","Lena, or, The silent woman",1852,f,,-0.47948309762079666
uc1.32106001994141,,Astride the two cultures : | Arthur Koestler at 70 / | $c: edited by Harold Harris.,1976,u,high_male,-0.47950793291195715
mdp.39015080874087,"O'Connell, Sanjida,",The naked name of love / | $c: Sanjida O'Connell.,2009,u,high_male,-0.47950868466780217
uiuo.ark:/13960/t2891qf8p,"Lytton, Rosina Bulwer Lytton,","Miriam Sedley; or, The tares and the wheat",1851,f,,-0.4795252559397804
uc1.b3708391,,The History of the science fiction magazine / | $c: edited by Michael Ashley.,1974,u,high_male,-0.4798315338200688
uiuo.ark:/13960/t5bc4ch4s,"Harding, Anne Raikes,",Realities,1825,f,high_female,-0.4800251445228174
mdp.39015000609530,"Spark, Muriel.",The ballad of Peckham Rye.,1960,f,,-0.4802332293821282
uiuo.ark:/13960/t2q53671t,"Payn, James,",Halves,1876,m,,-0.4802803273191078
njp.32101066459288,"Gleig, G. R.",The country curate,1830,m,mixed,-0.48030044721708376
inu.32000001391582,"Wodehouse, P. G. (Pelham Grenville),",The mating season : | [a novel] / | $c: by P. G. Wodehouse.,1949,m,mixed,-0.48063261238746857
nyp.33433074873443,"Latto, William Duncan.",Tammas Bodkin,1864,m,,-0.48098216778755465
mdp.39015053037571,"Cooper, James Fenimore,",Ned Myers,1843,m,,-0.481022710554682
uiuo.ark:/13960/t4qj7xz28,"St. Aubyn, Alan.",The Tremlett diamonds,1895,f,high_female,-0.4810262707452665
mdp.39015066189096,"Thackeray, William Makepeace,",Works,1883,m,,-0.48142939937223467
uc1.$b389806,"Wyndham, John,",Jizzle / | $c: John Wyndham [i.e. J. B. Harris].,1954,m,,-0.4816144644122584
uiuo.ark:/13960/t3st87474,"Norris, W. E.",The Countess Radna,1893,f,mixed,-0.48169336803829277
mdp.39015030760410,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,,-0.4817860555159299
mdp.39015063870185,"Gissing, Algernon,",A vagabond in arts,1894,m,high_male,-0.48193304764677425
mdp.39015060459198,,'Blackwood' tales from the outposts ...,1932,u,high_male,-0.4819509799932326
mdp.39015063970274,"Fuller, Roy,","Savage gold, | a story of adventure. | $c: With illus. by Robert Medley.",1957,m,high_male,-0.4822284914618489
uiuo.ark:/13960/t2z32b06v,"Jenkin, C.",Once and again,1865,f,high_female,-0.4822532471076903
mdp.39015019360232,"Jones, Glyn,",Selected short stories.,1971,m,,-0.4823556004543846
mdp.39015039610442,"Munroe, Hector Hugh,",The chronicles of Clovis,1911,m,high_female,-0.48242527898398957
uc2.ark:/13960/t92808c97,"Walpole, Hugh,",The wooden horse,1914,m,mixed,-0.48251178278692486
nyp.33433074964333,"Norris, W. E.",Thirlby hall,1883,f,,-0.48262009128824757
mdp.39015063751468,"Banim, John,",The Boyne water,1826,m,,-0.4827580253922956
uiuo.ark:/13960/t00z7fd2t,"Bradshaw, John,",Roger North,1885,f,high_female,-0.48276941445891425
wu.89098654809,"Bason, Frederick T.",Summer.,1960,m,high_female,-0.48280526039333915
mdp.39015010455700,"Maugham, Robin,",The last encounter.,1972,m,,-0.4829788849629485
uiuo.ark:/13960/t6ww7sb9g,"Greville, Violet,",Keith's wife,1883,f,high_female,-0.4829898856859048
wu.89087663902,"James, M. R. (Montague Rhodes),",Ghost stories of an antiquary / by Montague Rhodes James.,1938,u,high_male,-0.48308076878926726
wu.89009785056,"Fox-Davies, Arthur Charles,",The Mauleverer murders,1907,m,,-0.48326125025863365
hvd.32044019310028,,"La coquetterie, or, Sketches of society in France and Belgium",1832,f,,-0.483310294424276
mdp.39015020062736,"Colman, George,",Random records;,1830,m,high_male,-0.48331333261382675
mdp.39015066189245,"Thackeray, William Makepeace,",Works,1883,m,mixed,-0.48333484096294665
inu.30000114131257,"Peel, C. V. A. (Charles Victor Alexander)","Somaliland : | being an account of two expeditions into the far interior together with a complete list of every animal and bird known to inhabit that country, and a list of the reptiles collected by the author / | $c: by C.V.A. Peel.",1986,m,high_male,-0.4834587770879427
uiuo.ark:/13960/t02z1vk3v,"Saunders, John,",Guy Waterman,1864,m,high_female,-0.4837315015779695
mdp.39015063617446,"Hook, James,",Percy Mallory,1824,m,,-0.4837730342482621
uc1.b3475489,"Val Baker, Denys,",Karenza : | a novel of Cornwall / | $c: [by] Denys Val Baker.,1980,m,high_male,-0.483838518522063
nyp.33433073355822,"Gogolʹ, Nikolaĭ Vasilʹevich,",Home life in Russia,1854,m,high_male,-0.4840155794832527
mdp.39015059376296,,The New British novelist;,1830,u,,-0.4845046520599111
wu.89094558533,"Mercier, Charles Arthur,",Spirit experience,1919,m,high_female,-0.4846095343205714
uc1.32106015673079,"Karason, Einar",Devil's island / | $c: Einar Karason,2000,m,,-0.4847672932992091
uc1.$b80840,"Delarue-Mardrus, Lucie,",William the Conqueror; | $c: translated by Colin Shepherd.,1933,u,high_male,-0.48490648182778484
uiuo.ark:/13960/t7rn3hn1f,"Doudney, Sarah,",A romance of Lincoln's Inn,1893,f,,-0.4849195532624753
uc2.ark:/13960/t3nv9pk89,"Merriman, Henry Seton,",Suspense,1890,m,,-0.484962001012369
mdp.39015042150519,"Dorman, Sean.",Sex and the Reverend Strong / | $c: Sean Dorman.,1998,m,,-0.48507101387526635
mdp.39015049705992,"Rivas, Manuel,",Butterfly's tongue / | $c: Manuel Rivas.,2000,m,,-0.48532076299786225
mdp.39076006257922,"Faulkner, William,",The collected short stories of William Faulkner / | $c: William Faulkner.,1958,m,mixed,-0.48557449710146505
uc2.ark:/13960/t1qf8q81v,"Hook, Theodore Edward,","Births, deaths, and marriages",1839,m,mixed,-0.4856012148031712
mdp.39015000610249,"Spencer, Colin.",Anarchists in love / | $c: Colin Spencer.,1963,m,,-0.4856532267776842
uc1.32106014499120,"Fagerholm, Monika,",Wonderful women by the water : | a novel / | $c: Monika Fagerholm ; translated from the Swedish by Joan Tate,1997,f,mixed,-0.4858591369709742
uiuo.ark:/13960/t07w6zr52,"Oliphant,",The wizard's son,1884,f,mixed,-0.4858884500301934
uiuo.ark:/13960/t1rf6cz4p,"Tottenham, G. L.","Terence McGowan, the Irish tenant",1870,u,mixed,-0.48595108716831015
uc1.b4973399,"Dame. Macaulay, Rose,",Dangerous ages / | $c: Rose Macaulay.,1985,f,high_female,-0.4860233874548494
uc1.b4422795,"Wackrill, H. R.",The inscription over the gate / | $c: H.R. Wackrill.,1937,u,high_male,-0.4860605262480693
uiuo.ark:/13960/t2m61s93c,"Besant, Walter,",The ten years' tenant,1881,m,,-0.48610068864909817
mdp.39015047458438,"Barker, Pat.",Another world / | $c: Pat Barker.,1998,u,high_male,-0.4863011154882193
mdp.39015063938644,"Duchess,",Beauty's daughters,1886,f,,-0.4863158700306023
mdp.39015069131202,"Arditti, Michael.",A sea change / | $c: Michael Arditti.,2006,m,high_female,-0.4864901163606685
njp.32101065599605,"Mordaunt, Elinor,",The garden of contentment,1908,f,,-0.48654530675253904
uiuo.ark:/13960/t6b28g80n,"Meeke, Mary,","What shall be, shall be",1823,f,mixed,-0.48662042770106917
mdp.39015002712696,"Riley, Elizabeth.",All that false instruction : | a novel of lesbian love / | $c: Elizabeth Riley.,1975,f,high_female,-0.4867003163188008
mdp.39015059271778,,Amadis de Gaule / | $c: translated by Anthony Munday.,2004,u,high_male,-0.48670387209362914
mdp.39015040081997,"Wyndham, John,",Jizzle | $c: [by] John Wyndham.,1968,m,mixed,-0.486706363517987
mdp.39015010964859,"Hook, Theodore Edward,",Gilbert Gurney,1836,m,,-0.48684921703362605
inu.30000125114367,"Jones, Nina.",Bush town blues : | a '70s African tale / | $c: Nina Jones.,2007,f,,-0.4870092477513094
uc2.ark:/13960/t1wd3qh2s,"De Sélincourt, Hugh,",Nine tales,1917,m,mixed,-0.4871636026911685
uiuo.ark:/13960/t2h70r81k,"Cresswell, Henry.",Cancelled bonds,1895,m,,-0.48719472244353823
mdp.39015016423157,"Church, Richard,",The crab-apple tree.,1959,m,mixed,-0.4872495836391513
uc1.b4567288,"Divine, A. D. (Arthur Durham),","The wake of the raiders : | the exploits and the failure of the pocket battleships, and a consecutive account of events at sea / | $c: A.D. Divine.",1940,m,high_male,-0.4874313970583725
umn.319510020548500,"Delafield, E. M.,",Zella sees herself / | $c: by E.M. Delafield.,1930,f,high_female,-0.4875727537094814
njp.32101067633485,"Gwynn, Stephen Lucius,",John Maxwell's marriage,1903,m,,-0.48776276270458185
nyp.33433074943709,"Austen, Jane,",The novels of Jane Austen,1892,f,high_female,-0.487804794080339
mdp.39015063626553,"Ferrier, Susan,",Novels,1894,f,high_female,-0.4878346035797671
uc1.b3325594,"Mathers, Helen,",Story of a sin,1882,f,,-0.48801710761771033
mdp.39015010535030,"Huxley, Elspeth Joscelin Grant,","A man from nowhere, | a novel, | $c: by Elspeth Huxley.",1964,m,,-0.48802084609529484
uiuo.ark:/13960/t7hq4mz42,"Burdon, Hannah D.",The ward of the crown,1845,f,mixed,-0.4880315355609462
njp.32101066121326,"Campbell, Harriette,",The only daughter,1839,f,high_female,-0.48817313897355813
mdp.39015061446392,"Edric, Robert,",Swan song / | $c: Robert Edric.,2005,m,mixed,-0.48827581244541507
uiuo.ark:/13960/t9d51966d,"Smart, Hawley,",Long odds,1889,m,high_male,-0.48834553571598704
uc2.ark:/13960/t8pc36m8j,"Hayens, Herbert,",Clevely sahib,1887,m,mixed,-0.48836557957980786
uiuo.ark:/13960/t4cn7n03t,"Manning, Anne,",Poplar house academy,1859,f,high_female,-0.4883911601257207
inu.39000005843045,"Pilkington, Francis Meredith.","Shamrock and spear: tales and legends from Ireland; | $c: retold by F. M. Pilkington, drawings by Roy Spencer.",1966,m,high_male,-0.4886239632463583
uc1.b3578833,"Housman, Laurence,","Uncle Tom Pudd; | a biographical romance, | $c: by Laurence Housman.",1927,m,high_female,-0.48878301134911695
uiuo.ark:/13960/t18k7tc2w,,Lemira of Lorraine,1822,u,high_female,-0.48904322710939324
njp.32101065845917,"Munro, Neil,",The lost Pibroch,1896,m,high_male,-0.48930339232047526
uc2.ark:/13960/t5k93798g,"Macnamara, Rachel Swete.",The fringe of the desert,1913,f,high_female,-0.4894335472972292
nyp.33433022846897,"Rasmussen, Knud,",Eskimo folk-tales,1921,u,high_male,-0.48947086835750314
uc1.32106002020177,"Waugh, Alec,",Brief encounter : | a novel / | $c: by Alec Waugh.,1975,m,high_female,-0.48970731064848094
inu.30000011910175,"Cockton, Henry,",The sisters;,1844,m,,-0.48974695932681656
inu.30000062332857,,A view across the valley : | short stories by women from Wales c. 1850-1950 / | $c: edited by Jane Aaron.,1999,u,high_female,-0.48982193670651564
mdp.39015025285746,"Cug̲ẖtāʼī, ʻIṣmat,",The quilt & other stories / | $c: Ismat Chughtai ; translated by Tahira Naqvi and Syeda S. Hameed.,1990,u,,-0.48983184422005127
